company_id,ticker,year,market_cap,data_quality_flag,company_name,assets,cash,CommonStockSharesOutstanding,cost_of_revenue,gross_profit,liabilities,LongTermDebt,LongTermDebtNoncurrent,net_income,operating_income,Revenues,SalesRevenueNet,equity,revenue,debt,profit_margin,gross_margin,debt_to_assets,return_on_assets,return_on_equity,cash_to_assets,revenue_growth,net_income_growth,log_assets,log_revenue,log_market_cap
1018724,AMZN,2011,78760497570.03784,ok,Amazon COM Inc,25278000000.0,5269000000.0,455000000.0,,,,384000000.0,255000000.0,631000000.0,862000000.0,,48077000000.0,7757000000.0,48077000000.0,384000000.0,0.013124779000353599,,0.015191075243294565,0.024962417912809558,0.08134588113961583,0.20844212358572672,,,23.953200289171345,24.596069729219995,25.08967740824484
1018724,AMZN,2012,113894979515.07568,ok,Amazon COM Inc,32555000000.0,8084000000.0,454000000.0,,,,3691000000.0,3084000000.0,-39000000.0,676000000.0,,61093000000.0,8192000000.0,61093000000.0,3691000000.0,-0.0006383710081351383,,0.1133773613884196,-0.0011979726616495163,-0.0047607421875,0.2483182306865305,0.2707323668282131,-1.0618066561014263,24.206196803635237,24.835663130275965,25.458542628421725
1018724,AMZN,2013,183044617424.01123,ok,Amazon COM Inc,40159000000.0,8658000000.0,459000000.0,,,,3967000000.0,3191000000.0,274000000.0,745000000.0,,74452000000.0,9746000000.0,74452000000.0,3967000000.0,0.0036802234997045076,,0.09878234019771409,0.006822879055753381,0.02811409809152473,0.21559301775442616,0.21866662301736706,-8.025641025641026,24.41611241162146,25.033420459382498,25.932995771130916
1018724,AMZN,2014,144312749290.4663,ok,Amazon COM Inc,54505000000.0,14557000000.0,465000000.0,,,,9881000000.0,8265000000.0,-241000000.0,178000000.0,,88988000000.0,10741000000.0,88988000000.0,9881000000.0,-0.0027082303231896437,,0.18128612053940005,-0.004421612696082928,-0.022437389442323805,0.26707641500779744,0.1952398861011122,-1.8795620437956204,24.721558277526732,25.211767366127297,25.69524865149465
1018724,AMZN,2015,318344175338.7451,ok,Amazon COM Inc,65444000000.0,15890000000.0,471000000.0,,,,8562000000.0,8235000000.0,596000000.0,2233000000.0,,107006000000.0,13384000000.0,107006000000.0,8562000000.0,0.0055697811337682,,0.13082941140517082,0.009107022798117474,0.04453078302450687,0.24280300715115213,0.20247673843664304,-3.4730290456431536,24.90446065206724,25.39615074460254,26.486398946834793
1045810,NVDA,2010,8299842663.741419,ok,Nvidia Corp,4495246000.0,665361000.0,588555701.0,2134219000.0,1409090000.0,,,,253146000.0,255747000.0,3543309000.0,,3181462000.0,3543309000.0,,0.0714433880872371,0.39767629636591106,,0.0563141594475586,0.07956907861857222,0.1480143689577834,,,22.226286230847474,21.98832687325204,22.83950239539356
1045810,NVDA,2011,7769836869.281373,ok,Nvidia Corp,5552928000.0,667876000.0,612191412.0,1941413000.0,2056517000.0,,,,581090000.0,648299000.0,3997930000.0,,4145724000.0,3997930000.0,,0.14534771744377714,0.5143954496451913,,0.10464569322706868,0.14016610850119304,0.12027456505828997,0.12830407960468593,1.295473758226478,22.43759119315748,22.10904256411696,22.773515006161087
1045810,NVDA,2012,6968806095.987474,ok,Nvidia Corp,6412245000.0,732786000.0,616756134.0,2053816000.0,2226343000.0,,,,562536000.0,648239000.0,4280159000.0,,4827703000.0,4280159000.0,,0.13142876234270737,0.5201542746426009,,0.0877284008954742,0.1165224952736322,0.11427916431764538,0.07059378228233104,-0.03192964945189214,22.581475280570736,22.1772559953828,22.66470975522283
1045810,NVDA,2013,8569381696.917545,ok,Nvidia Corp,7250894000.0,1151587000.0,567996734.0,1862399000.0,2267763000.0,,1356375000.0,,439990000.0,496227000.0,4130162000.0,,4456398000.0,4130162000.0,1356375000.0,0.10653093026375236,0.5490736198725377,0.1870631400762444,0.060680793292523655,0.09873220479858397,0.1588200020576773,-0.035044726142183014,-0.2178456134362956,22.704390608555727,22.141582468331663,22.87146141956917
1045810,NVDA,2014,10473354155.28655,ok,Nvidia Corp,7201368000.0,496654000.0,544913000.0,2082030000.0,2599477000.0,,1384342000.0,,630587000.0,758989000.0,4681507000.0,,4417982000.0,4681507000.0,1384342000.0,0.13469743823943872,0.5552650033418726,0.19223319791461843,0.08756489044859254,0.14273190791632923,0.06896661856469494,0.13349234243112007,0.4331848451101161,22.697536844920705,22.26688590358935,23.072100169196087
1045810,NVDA,2015,17312679424.28589,ok,Nvidia Corp,7370000000.0,596000000.0,539000000.0,2199000000.0,2811000000.0,2814000000.0,1413000000.0,,614000000.0,747000000.0,5010000000.0,,4469000000.0,5010000000.0,1413000000.0,0.12255489021956088,0.5610778443113772,0.19172320217096336,0.08331071913161466,0.13739091519355562,0.08086838534599729,0.07016821720014521,-0.026304062722510957,22.720683543147658,22.334701752043184,23.574704984697934
1341439,ORCL,2010,128344271598.81592,ok,Oracle Corp,73535000000.0,16163000000.0,5068000000.0,2057000000.0,,,,,,12033000000.0,35622000000.0,6944000000.0,39776000000.0,35622000000.0,,,,,,,0.21980009519276536,,,25.02102732029869,24.296229261463004,25.577982112171465
1341439,ORCL,2011,102525603160.85815,ok,Oracle Corp,78327000000.0,14955000000.0,4905000000.0,,,,,,9981000000.0,13706000000.0,37121000000.0,,43688000000.0,37121000000.0,,0.26887745480994585,,,0.12742732391129497,0.2284609045962278,0.1909303305373626,0.04208073662343503,,25.084158208090006,24.33744868415672,25.353378391268514
1341439,ORCL,2012,127200874252.31934,ok,Oracle Corp,81812000000.0,14613000000.0,4646000000.0,,,,,,10925000000.0,14684000000.0,37180000000.0,,44648000000.0,37180000000.0,,0.2938407746100054,,,0.13353786730552974,0.24469181150331482,0.17861682882706692,0.0015893968373696943,0.0945797014327221,25.127689769062332,24.33903681923971,25.56903336088164
1341439,ORCL,2013,142176060241.69922,ok,Oracle Corp,90344000000.0,17769000000.0,4464000000.0,,,,,,10955000000.0,14759000000.0,38275000000.0,,46878000000.0,38275000000.0,,0.2862181580666231,,,0.12125874435491012,0.23369171039720124,0.19668157265562738,0.02945131791285638,0.0027459954233408634,25.22689044336778,24.36806277849016,25.680331987411975
1341439,ORCL,2014,164568626502.99072,ok,Oracle Corp,110903000000.0,21716000000.0,4343000000.0,,,,,,9938000000.0,13871000000.0,38226000000.0,,48663000000.0,38226000000.0,,0.25998011824412703,,,0.08960983922887568,0.2042208659556542,0.195810753541383,-0.0012802090137165045,-0.09283432222729349,25.431921782334506,24.366781749308817,25.826593502544462
1341439,ORCL,2015,128936440629.9591,ok,Oracle Corp,112180000000.0,20152000000.0,4131000000.0,,,,,,8901000000.0,12604000000.0,37047000000.0,,47289000000.0,37047000000.0,,0.24026236942262533,,,0.07934569441968266,0.18822559157520777,0.17963986450347655,-0.03084288180819339,-0.10434695109680014,25.4433705610266,24.335453213750206,25.582585411592575
1065280,NFLX,2011,3838569549.1425543,ok,Netflix Inc,3069196000.0,508053000.0,55398615.0,2039901000.0,1164676000.0,2426386000.0,,,226126000.0,376068000.0,3204577000.0,,642810000.0,3204577000.0,,0.070563447219399,0.3634414152008206,,0.07367597246966306,0.3517773525614101,0.16553292784168883,,,21.844681474995724,21.887845937329498,22.068365620901627
1065280,NFLX,2012,5129356542.953664,ok,Netflix Inc,3967890000.0,290291000.0,55398615.0,2625866000.0,,3223217000.0,,,17152000.0,49992000.0,3609282000.0,,744673000.0,3609282000.0,,0.00475219171015177,,,0.00432270047808785,0.023032928547160967,0.07316004223907417,0.12628967879380015,-0.9241484835887956,22.10150030421059,22.006774697542813,22.358246058038603
1065280,NFLX,2013,21945508084.73034,ok,Netflix Inc,5412563000.0,604965000.0,59607001.0,3083256000.0,,4079002000.0,,500000000.0,112403000.0,228347000.0,4374562000.0,,1333561000.0,4374562000.0,500000000.0,0.025694686690919,,0.09237767763626954,0.020767056198699212,0.0842878578482724,0.1117705235024516,0.21203109094828276,5.553346548507463,22.41198856993014,22.199072237458505,23.811828312460666
1065280,NFLX,2014,20638656748.459698,ok,Netflix Inc,7056651000.0,1113608000.0,60415841.0,3752760000.0,,5198943000.0,,900000000.0,266799000.0,402648000.0,5504656000.0,,1857708000.0,5504656000.0,900000000.0,0.048467878828395455,,0.12753925339371325,0.037808161406877004,0.1436172961520325,0.15780970321474025,0.2583330628300615,1.37359323149738,22.677236413299795,22.42886011652187,23.75043169542549
1065280,NFLX,2015,48947826351.82648,ok,Netflix Inc,10202871000.0,1809330000.0,427940440.0,4591476000.0,,7979445000.0,,,122641000.0,305826000.0,6779511000.0,,2223426000.0,6779511000.0,,0.01808994778531962,,,0.0120202441058012,0.05515857060230473,0.17733537942408564,0.23159576184233854,-0.540324364034348,23.045934988219457,22.637170812403856,24.61402079945846
1318605,TSLA,2011,2985385579.584628,ok,Tesla Motors Inc,713448000.0,255266000.0,104530305.0,142647000.0,61595000.0,489403000.0,,268335000.0,-254411000.0,-251488000.0,204242000.0,,224045000.0,204242000.0,268335000.0,-1.245635079954172,0.3015785195992989,0.37611010192754063,-0.35659361298931386,-1.135535271931978,0.3577920184792725,,,20.38562011205709,19.134816123250655,21.8169947478391
1318605,TSLA,2012,3868437283.924384,ok,Tesla Motors Inc,1114190000.0,201890000.0,114214274.0,383189000.0,30067000.0,989490000.0,452336000.0,401495000.0,-396213000.0,-394283000.0,413256000.0,,124700000.0,413256000.0,452336000.0,-0.958759219466868,0.07275635441469694,0.4059774365233937,-0.3556063149014082,-3.1773295910184443,0.18119889785404644,1.0233644402228728,0.5573736984642959,20.83139352046135,19.83957781361627,22.076116459834356
1318605,TSLA,2013,18516579071.928974,ok,Tesla Motors Inc,2416930000.0,845889000.0,123090990.0,1557234000.0,456262000.0,1749810000.0,,0.0,-74014000.0,-61283000.0,2013496000.0,,667120000.0,2013496000.0,0.0,-0.03675895060134214,0.22660189044328868,0.0,-0.030623145891689043,-0.11094555702122556,0.3499848981972999,3.8722728768608317,-0.8131964372698524,21.605763976725815,21.423138351663297,23.641932333763858
1318605,TSLA,2014,27954180893.421677,ok,Tesla Motors Inc,5849251000.0,1905713000.0,125687607.0,2316685000.0,881671000.0,4879345000.0,2959795000.0,,-294040000.0,-186689000.0,3198356000.0,,911710000.0,3198356000.0,2959795000.0,-0.09193473146829184,0.27566380978227567,0.5060126501666624,-0.05026968410143452,-0.3225148347610534,0.3258046201128999,0.5884590781407064,2.972761909908936,22.489579455805067,21.885902764737345,24.053832610098645
1318605,TSLA,2015,31543316034.793858,ok,Tesla Motors Inc,8092460000.0,1196908000.0,131425000.0,3122522000.0,923503000.0,6961471000.0,,,-888663000.0,-716629000.0,4046025000.0,,1088944000.0,4046025000.0,,-0.21963853411681836,0.22824945471172323,,-0.10981370312611986,-0.8160777781042918,0.1479040983829392,0.26503272306147285,2.0222520745476804,22.81419860090414,22.12100075461504,24.174627550392728
796343,ADBE,2011,13895836025.009155,ok,Adobe Systems Inc,8991183000.0,989500000.0,491540000.0,437873000.0,3778385000.0,3208070000.0,,,832847000.0,1099299000.0,4216258000.0,,5783113000.0,4216258000.0,,0.19753226676356142,0.8961465356247175,,0.09262930139448836,0.14401361342930702,0.11005225897415279,,,22.919510267428933,22.162213841759026,23.354855065657933
796343,ADBE,2012,18618893910.79712,ok,Adobe Systems Inc,9974523000.0,1425052000.0,494132000.0,483782000.0,3919895000.0,3309341000.0,,,832775000.0,1180191000.0,4403677000.0,,6665182000.0,4403677000.0,,0.18910901049282225,0.8901413523289742,,0.08349020800292906,0.12494407504551264,0.14286918782983407,0.04445150178191182,-8.645045248412142e-05,23.023299979030075,22.205705710701174,23.647442703743945
796343,ADBE,2013,29716109210.063934,ok,Adobe Systems Inc,10380298000.0,834556000.0,496261000.0,586557000.0,3468683000.0,3655664000.0,,,289985000.0,422723000.0,4055240000.0,,6724634000.0,4055240000.0,,0.0715087146506742,0.8553582525325258,,0.027936095861602433,0.043122793002563414,0.0803980772035639,-0.079124104697052,-0.65178469574615,23.063175423327934,22.123275708952242,24.11495513335588
796343,ADBE,2014,36167085281.79932,ok,Adobe Systems Inc,10785829000.0,1117400000.0,497484000.0,622080000.0,3524985000.0,4009924000.0,,,268395000.0,412685000.0,4147065000.0,,6775905000.0,4147065000.0,,0.06471926531173251,0.8499951170285491,,0.024884039975045034,0.039610207049833195,0.10359889814681839,0.022643542675649275,-0.07445212683414659,23.101498979851108,22.14566669206901,24.311415295803794
796343,ADBE,2015,46764178675.354,ok,Adobe Systems Inc,11726472000.0,876560000.0,497809000.0,744317000.0,4051194000.0,4724892000.0,,,629551000.0,903095000.0,4795511000.0,,7001580000.0,4795511000.0,,0.13127923176487344,0.844788803528967,,0.05368630906209472,0.08991556191602466,0.07475053025325946,0.15636263236771075,1.345613740941523,23.185114687108822,22.29094610894677,24.568383333872198
804328,QCOM,2011,62942511547.08862,ok,Qualcomm Inc/De,36422000000.0,5462000000.0,1681000000.0,4877000000.0,,9450000000.0,,,4260000000.0,5026000000.0,14957000000.0,,26951000000.0,14957000000.0,,0.28481647389182324,,,0.11696227554774587,0.15806463582056324,0.14996430728680468,,,24.31843882462004,23.4284452546236,24.865487631616986
804328,QCOM,2012,73100945503.23486,ok,Qualcomm Inc/De,43012000000.0,3807000000.0,1706000000.0,7096000000.0,,9467000000.0,,,6109000000.0,5682000000.0,19121000000.0,,33523000000.0,19121000000.0,,0.3194916583860677,,,0.14203013112619733,0.18223309369686483,0.08851018320468707,0.2783980744801766,0.4340375586854459,24.48474498347469,23.674053044457235,25.015107137999273
804328,QCOM,2013,88694979400.63477,ok,Qualcomm Inc/De,45516000000.0,6142000000.0,1685000000.0,9820000000.0,,9429000000.0,,,6853000000.0,7230000000.0,24866000000.0,,36088000000.0,24866000000.0,,0.27559720099734575,,,0.15056243958168555,0.18989691864331634,0.1349415590122155,0.3004549971235815,0.12178752660009828,24.541329749441175,23.936767245477157,25.208469122637833
804328,QCOM,2014,89835365154.26636,ok,Qualcomm Inc/De,48574000000.0,7907000000.0,1669000000.0,10686000000.0,,9408000000.0,,,7967000000.0,7550000000.0,26487000000.0,,39169000000.0,26487000000.0,,0.3007890663344282,,,0.16401778729361385,0.20340064847200592,0.16278255857042861,0.06518941526582478,0.16255654457901647,24.606354245276442,23.999919883533966,25.2212445560443
804328,QCOM,2015,56902363952.63672,ok,Qualcomm Inc/De,50796000000.0,7560000000.0,1524000000.0,10378000000.0,,19382000000.0,9969000000.0,,5271000000.0,5776000000.0,25281000000.0,,31421000000.0,25281000000.0,9969000000.0,0.20849649934733594,,0.19625561067800615,0.10376801322938814,0.16775404983927947,0.148830616583983,-0.04553177030241251,-0.33839588301744694,24.651083448273198,23.953318962404737,24.764602722956237
1108524,CRM,2010,17247206388.387222,ok,Salesforce COM Inc,3091165000.0,424292000.0,132921147.0,323813000.0,1333326000.0,1814674000.0,,,64474000.0,97497000.0,1657139000.0,,1276491000.0,1657139000.0,,0.038906814696896275,0.8045951486266391,,0.0208575084151121,0.05050877757853365,0.1372595768909133,,,21.851813879454607,21.2283584584145,23.570916018809413
1108524,CRM,2011,13667277815.431114,ok,Salesforce COM Inc,4164154000.0,607284000.0,137036541.0,488886000.0,1777653000.0,2498053000.0,,,-11572000.0,-35085000.0,2266539000.0,,,2266539000.0,,-0.005105581682027091,0.7843028511752942,,-0.0027789558215186084,,0.14583610500476207,0.36774223526209937,-1.179483202531253,22.149778970684803,21.541519835344722,23.338270332185058
1108524,CRM,2012,24192417429.48532,ok,Salesforce COM Inc,5528956000.0,747245000.0,146406655.0,683579000.0,2366616000.0,3157711000.0,,,-270445000.0,-110710000.0,3050195000.0,,2317633000.0,3050195000.0,,-0.08866482306868904,0.7758900660449578,,-0.04891429774445664,-0.11669017484649209,0.1351511931004696,0.3457500620990859,22.37063601797442,22.433264846231115,21.838471359948244,23.909305091651042
1108524,CRM,2013,33101125911.540985,ok,Salesforce COM Inc,9152930000.0,781635000.0,610143000.0,968428000.0,3102575000.0,6087715000.0,,255000000.0,-232175000.0,-286074000.0,4071003000.0,,3038510000.0,4071003000.0,255000000.0,-0.05703139987860485,0.7621156260508773,0.02785993119143269,-0.025366194213219156,-0.0764108066124515,0.08539724437966859,0.33466975062250115,-0.14150751539129958,22.93733988355405,22.127155243386657,24.222833134205327
1108524,CRM,2014,37930629833.96912,ok,Salesforce COM Inc,10692982000.0,908117000.0,650596000.0,,4084316000.0,6717799000.0,,,-262688000.0,-145633000.0,5373586000.0,,3975183000.0,5373586000.0,,-0.04888504622425323,0.7600726963335098,,-0.024566393172643516,-0.06608198918137857,0.08492644989021772,0.31996611154548393,0.13142241843437064,23.09285347537527,22.404761306583776,24.359024797675954
1108524,CRM,2015,51706286511.405945,ok,Salesforce COM Inc,12770772000.0,1158363000.0,670929000.0,,5012668000.0,7767903000.0,,,-47426000.0,114923000.0,6667216000.0,,5002869000.0,6667216000.0,,-0.007113313862937694,0.7518382485283213,,-0.0037136361059456704,-0.009479760513417401,0.09070422680790166,0.24073867990574627,-0.8194588256791326,23.270424959353086,22.620468218437598,24.668845207033904
1121788,GRMN,2011,4883893133.573862,ok,Garmin LTD,4471338000.0,1287160000.0,194662617.0,,1338592000.0,,,,520896000.0,553767000.0,,2758569000.0,3256581000.0,2758569000.0,,0.1888283381709865,0.48524869234737283,,0.11649667280800512,0.1599518022121974,0.28786908974450154,,,22.220953529641005,21.73797790395827,22.309208512032846
1121788,GRMN,2012,5237197145.59824,ok,Garmin LTD,4819124000.0,1231180000.0,195591854.0,,1438480000.0,,,,542403000.0,604160000.0,,2715675000.0,3531796000.0,2715675000.0,,0.1997304537545914,0.5296951954854686,,0.11255219828333946,0.153577103547317,0.2554779665349968,-0.015549366356252148,0.04128847217102849,22.295858005753118,21.722306378216313,22.379052296293327
1121788,GRMN,2013,6207381826.441498,ok,Garmin LTD,4879603000.0,1179149000.0,195150102.0,,1407300000.0,,,,612412000.0,574032000.0,,2631851000.0,3659706000.0,2631851000.0,,0.23269250424891075,0.5347187207786459,,0.12550447239252865,0.16733912505540063,0.24164855214655784,-0.030866727425041707,0.12907192622459673,22.30832970104316,21.690953237864772,22.549005037942912
1121788,GRMN,2014,7224952885.227203,ok,Garmin LTD,4693303000.0,1196268000.0,191815.0,,1604412000.0,,,,364211000.0,690626000.0,,2870658000.0,3403367000.0,2870658000.0,,0.12687369934001194,0.5589004332804535,,0.07760227711698989,0.10701490612090908,0.2548882950877026,0.09073727958003697,-0.4052843510577846,22.26940243591913,21.777807108732667,22.700806549847826
1121788,GRMN,2015,5252868167.110443,ok,Garmin LTD,4499391000.0,833070000.0,189722.0,,1538704000.0,,,,456227000.0,549581000.0,,2820270000.0,3345126000.0,2820270000.0,,0.16176713577068863,0.5455874792129831,,0.10139750023947686,0.1363855950418609,0.18515172386662995,-0.017552770131447182,0.2526447581209794,22.22720789123097,21.760098461994055,22.38204008191769
1032975,LOGI,2013,1860168731.2660215,ok,Logitech International SA,1451390000.0,469412000.0,173106000.0,,727869000.0,647262000.0,,,,75986000.0,,2128713000.0,804128000.0,2128713000.0,,,0.34192913746474984,,,,0.32342237441349325,0.013729336348739407,,21.095787554885167,21.47878340869793,21.343933036291517
47217,HPQ,2011,32386345823.621754,ok,HP Inc,129517000000.0,8043000000.0,1991000000.0,,,,26339000000.0,,7074000000.0,9677000000.0,127245000000.0,,38625000000.0,127245000000.0,26339000000.0,0.055593540021218905,,0.20336326505400834,0.05461831265393732,0.18314563106796117,0.062099955990333314,,,25.58707798360158,25.569380198874217,24.20100274572328
47217,HPQ,2012,18071459885.89382,ok,HP Inc,108768000000.0,11301000000.0,1963000000.0,,,,27132000000.0,,,-11057000000.0,120357000000.0,,22436000000.0,120357000000.0,27132000000.0,,,0.24944836716681376,,,0.10390004413062666,-0.054131792997760275,,25.412483010460118,25.51372816317329,23.61759972887343
47217,HPQ,2013,35474646155.3421,ok,HP Inc,105676000000.0,12163000000.0,1908000000.0,,,,,,,7131000000.0,112298000000.0,,27269000000.0,112298000000.0,,,,,,,0.11509708921609448,-0.06695912992181596,,25.383643646330597,25.444421889093217,24.29208408546334
47217,HPQ,2014,49982059825.96207,ok,HP Inc,103206000000.0,15133000000.0,1839000000.0,,,,,,,7185000000.0,111454000000.0,,26731000000.0,111454000000.0,,,,,,,0.146629071953181,-0.007515717109832787,,25.35999282783872,25.43687778666811,24.634929974508427
47217,HPQ,2015,14766076240.53955,ok,HP Inc,106882000000.0,17433000000.0,1804000000.0,,,,,,,5471000000.0,103355000000.0,,27768000000.0,103355000000.0,,,,,,,0.16310510656611965,-0.07266675040824022,,25.394991259134517,25.36143550119761,23.41559824081938
50863,INTC,2011,83796930313.11035,ok,Intel Corp,71119000000.0,5065000000.0,5000000000.0,,33757000000.0,,,7084000000.0,12942000000.0,17477000000.0,,53999000000.0,45911000000.0,53999000000.0,7084000000.0,0.23967110502046335,0.6251412063186356,0.09960769977080668,0.18197668696129024,0.2818932282023916,0.07121866167971991,,,24.9876203673108,24.712231364820695,25.151662212655044
50863,INTC,2012,72903254150.39062,ok,Intel Corp,84351000000.0,8478000000.0,4944000000.0,,33151000000.0,,,13136000000.0,11005000000.0,14638000000.0,,53341000000.0,51203000000.0,53341000000.0,13136000000.0,0.2063140923492248,0.6214919105378602,0.15573022252255456,0.1304667401690555,0.21492881276487705,0.10050858910979123,-0.01218541084094149,-0.14966774841600994,25.158252501232667,24.69997110318109,25.012399113516064
50863,INTC,2013,95889016529.08324,ok,Intel Corp,92358000000.0,5674000000.0,4967000000.0,,31521000000.0,,,13165000000.0,9620000000.0,12291000000.0,,52708000000.0,58256000000.0,52708000000.0,13165000000.0,0.18251498823707976,0.5980306594824315,0.142543147318045,0.10415989952142748,0.16513320516341665,0.061434851339353384,-0.011867044112408798,-0.12585188550658788,25.248938166802404,24.688033083629417,25.28645728181875
50863,INTC,2014,132197334327.69775,ok,Intel Corp,91956000000.0,2561000000.0,4748000000.0,,35609000000.0,,,12107000000.0,11704000000.0,15347000000.0,,55870000000.0,55865000000.0,55870000000.0,12107000000.0,0.20948630749955252,0.6373545731161625,0.1316607942929227,0.12727826351733437,0.20950505683343776,0.02785027621906129,0.05999089322304019,0.2166320166320166,25.244576038722677,24.746293400417468,25.607561600224983
50863,INTC,2015,128644390296.93604,ok,Intel Corp,103065000000.0,15308000000.0,4725000000.0,,34679000000.0,,22707000000.0,20036000000.0,11420000000.0,14002000000.0,,55355000000.0,61085000000.0,55355000000.0,22707000000.0,0.2063047601842652,0.6264836058169994,0.2203172755057488,0.11080386164071217,0.18695260702300073,0.14852762819579876,-0.009217827098621845,-0.024265208475734767,25.35862569409756,24.737032826257842,25.580317770346753
858877,CSCO,2011,63954817485.809326,ok,Cisco Systems Inc,87095000000.0,7662000000.0,5435000000.0,16682000000.0,26536000000.0,39836000000.0,16234000000.0,16234000000.0,6490000000.0,7674000000.0,,43218000000.0,47226000000.0,43218000000.0,16234000000.0,0.1501689111018557,0.6140034244990513,0.18639416728859293,0.07451633274011138,0.13742430017363316,0.08797290315173087,,,25.190265313875837,24.489522912081693,24.881442694202896
